income,age,loan_amount,credit_score,years_employed,debt_to_income,default
51524.80635954594,44.96714153011233,14822.579042691674,672.8288391770535,8.741431238334092,0.3756310293120473,0
50931.71783232292,38.61735698828815,20417.508054195205,678.3672048129845,8.416617962678332,0.3518383145947312,0
24087.1365473997,46.47688538100692,16039.284084322857,683.2147439293791,2.3174007709725437,0.28532674003739533,1
53398.196165971254,55.23029856408026,26656.270704191793,727.343073082309,9.897921108818691,0.3496210008728319,1
74656.5816364349,37.658466252766644,42957.67797192869,642.6391345756629,0.0,0.42362624382394154,1
34515.3576184641,37.6586304305082,13434.36764288193,637.682650424367,3.729078371198357,0.33107568065317405,1
80969.65302101185,55.79212815507391,40012.30746652621,741.8309871071488,0.0,0.41296514453454103,1
69755.49642168677,47.67434729152909,13274.918914796686,656.8677629059351,14.793132584814073,0.2244996832365429,1
45315.333560579245,35.30525614065048,12285.591812546736,616.8482323211467,5.842252530273523,0.25941595232814424,1
57169.40725324305,45.42560043585965,37278.9192751482,655.7435028950065,17.834420174081558,0.2398519245089037,1
91966.43615282066,35.365823071875376,38829.045670114254,663.4973632378,11.014749632597475,0.26523029423113903,1
74670.95627011731,35.34270246429743,37771.14905143982,757.7481363862883,9.240491066755123,0.5430771570059136,1
60175.67309796296,42.41962271566034,5263.038876727882,726.2413106188369,4.068861528595003,0.458905818966554,1
55246.333660780314,21.0,18010.73532891924,737.3760308316121,1.7682498215629003,0.18846153219734815,1
61532.18140903319,22.750821674869673,37344.82888004982,720.9986821173393,9.614857869484727,0.41562474446126824,1
49764.728841153934,34.37712470759027,25623.12760845842,727.3121835807657,6.642429953635089,0.29141265310271447,1
20000.0,29.87168879665576,8894.607307038037,645.5958936709841,0.3036484225734952,0.24764231217926513,1
100843.55821069461,43.142473325952736,31874.769086881628,670.0698922323257,0.0,0.12713908014162395,0
63106.49998398803,30.91975924478789,14277.891115127943,630.5042343488226,2.206481354282081,0.49578780407303663,1
67962.94530245074,25.876962986647086,51917.87272588318,669.4755984731484,16.10483612633115,0.1454205275499292,1
58841.84500246183,54.65648768921554,48172.62193627388,714.205249546737,18.06638959005652,0.34220552329851883,1
45297.66398550824,37.74223699513465,34061.46139533351,686.7291642406124,8.024945736544549,0.20805331314126965,1
56281.510381024586,40.67528204687924,45415.1005715466,745.5740409480147,7.744713981206442,0.46637659206048865,1
28012.104756113775,25.752518137865433,25971.870251850716,622.929210388639,5.318398140852395,0.29984722605290737,1
105541.7299610661,34.556172754748175,36481.56241562524,705.011917534912,2.327573258452489,0.3298306016719483,1
35309.76003155208,41.10922589709866,47165.80442953113,617.5848599065341,13.87589528803622,0.3348898605604951,1
39360.67432305641,28.490064225776973,28682.48022691469,684.7088234586821,16.36788196948568,0.3953855502403675,1
51194.815912271995,43.75698018345672,21172.192427285743,717.0166711278239,2.5329045708035727,0.3519507145974964,0
85761.51449704755,33.99361310081195,2000.0,669.274871658789,6.585808107876992,0.3435090216558325,1
60290.17998525308,37.083062502067236,23752.99711417759,707.5563302043478,4.75066849644916,0.2722397037117833,0
35277.28407939075,33.98293387770603,37351.34776843467,632.0133832583533,4.8988046256751145,0.11379059399868602,1
85086.76721514679,58.522781845089376,39184.501413514445,596.8155010901809,12.92954127714931,0.18221735606872166,0
74620.01253570963,39.86502775262066,32565.475985776146,707.8514811243901,0.4401922731693908,0.4577719608020968,0
70768.69914432905,29.422890710440996,16880.5135755664,767.2005117037867,9.332348454681531,0.3041270805010553,1
74314.68482341681,48.225449121031886,2000.0,630.1977529915054,10.641190536529328,0.25039853334162804,0
107887.23801164902,27.791563500289776,17571.773529928974,741.1097090053397,6.2892441319909045,0.13914077833729324,0
103701.89790072225,42.08863595004755,20434.82693419073,682.1711704408206,11.465339134933863,0.09205292898644718,0
46265.6931399341,21.0,20306.065492149788,613.2154239153462,7.738259202687251,0.24451896798077022,1
92477.69985622304,26.718139511015693,34278.34535466887,623.4247349323919,13.08564960578056,0.48320792810678853,0
67663.36379517801,41.96861235869123,54785.1461652226,680.7892386680325,0.0,0.2664394709566522,1
69981.91632275499,47.38466579995411,26852.938027616394,659.7768856037948,5.256123694965654,0.4100728287862171,0
26154.583367133426,41.7136828118997,21749.023162653077,614.354351162088,6.640934285744827,0.25954102559030634,1
56592.28469223608,38.843517176117594,21111.67280493861,595.2980359387298,0.0,0.4458300044043273,1
43743.5281932687,36.98896304410711,26865.771503615713,637.6640336036747,1.570236332107326,0.2972373797286996,1
76561.17629786619,25.214780096325725,12575.593594774016,689.6904504165559,2.9320037282060687,0.16521736316742552,0
81421.6100080561,32.801557916052914,26802.978381190827,679.6799623698431,11.74102997411675,0.3096570398150834,1
20000.0,35.393612290402125,31762.185044977,654.9381021249961,3.465783268426998,0.6251000627420611,1
59559.302719914594,50.57122226218915,28145.29095361732,690.0943597145741,2.9096050634701145,0.6184826473326281,1
82437.23009588504,43.43618289568462,31863.129010071716,732.0013359931344,11.087428903280959,0.4229799954169047,1
56266.4207537311,22.36959844637266,31506.21414022803,699.7063255217074,0.0,0.3294411776879446,1
74581.27290004729,43.24083969394795,2000.0,673.9345664305209,0.0,0.3955852703142625,0
67023.30935254168,36.149177195836835,34553.052375931045,726.4036003330344,5.192038499653268,0.3975278508099934,1
66833.20463905252,33.23077999694041,14934.777315063197,632.0074848891852,0.0,0.3440169871449347,1
54573.70043863405,46.11676288840868,8562.41255494063,668.7540230222324,0.0,0.41614160298839253,0
35668.38391728581,50.30999522495951,8433.222582175058,669.9456032199816,9.86716895843991,0.3812340293230345,1
37569.39705149945,49.31280119116199,31503.12415708794,618.1523370778577,11.379869189562896,0.3026041421953529,1
74187.05028910635,31.607824767773614,21661.376091627208,659.0062918857822,10.944321079260625,0.17071148009245354,1
